source_id,source_municipality_name,oktmo,match_method,status,source_url,notes
sberindex_cashless_spending_municipal,городской округ город Сургут,71876000,MANUAL_VERIFIED,VERIFIED,https://www.admsurgut.ru/gorodskaya-vlast/administratsiya/strukturnye-podrazdeleniya/upravlenie-byudzhetnogo-uchyeta-i-otchyetnosti/rekvizity-dlya-perechisleniya-v-dokhod-byudzheta-goroda/rekvizity-dlya-perechisleniya-v-dokhod-byudzheta-goroda-1/,ОКТМО 71876000 подтвержден официальным порталом Администрации Сургута.
